operon_no.	locus_tag	start	end 	sense
855	CCNA_01483	1590869	1591087	+
1316	CCNA_02277	2426768	2428969	+
1729	CCNA_03984	3119602	3119790	-
582	CCNA_01009	1088589	1089404	-
674	CCNA_01153	1256537	1257817	+
1126	CCNA_01952	2095782	2096969	-
1762	CCNA_03017	3169203	3170129	-
861	CCNA_01493	1602115	1603113	-
438	CCNA_00776	831686	835249	-
1791	CCNA_03065	3216939	3217313	+
1932	CCNA_03278	3445147	3446265	-
224	CCNA_00398	415406	416764	-
916	CCNA_01580	1696883	1697533	+
713	CCNA_01212	1338566	1339720	-
1389	CCNA_02396	2538661	2539389	-
454	CCNA_00796	859581	861068	-
1061	CCNA_01835	1967528	1968214	-
884.1	CCNA_01533	1642303	1642992	+
2248	CCNA_03814	3978070	3978591	-
965	CCNA_01659	1779993	1781108	+
1116	CCNA_01929	2075015	2075419	-
1521	CCNA_02630	2781006	2781527	+
1892	CCNA_03208	3370723	3371655	-
1538	CCNA_02658	2810792	2811589	-
1177	CCNA_02070	2220831	2222429	-
1186	CCNA_02089	2237967	2238341	-
1501	CCNA_02601	2746432	2747541	-
1906	CCNA_03238	3402127	3403047	-
170	CCNA_00312	326229	326630	-
1940	CCNA_03287	3456436	3456741	-
1574.1	CCNA_02716	2877370	2878374	+
2072	CCNA_03510	3668362	3669759	-
773	CCNA_01344	1458048	1458584	+
2252	CCNA_03818	3982782	3983132	-
1422	CCNA_02444	2585347	2586378	-
1411	CCNA_02431	2571951	2573237	-
225	CCNA_00402	419275	419691	+
779	CCNA_01353	1465853	1467880	-
1513	CCNA_02618	2766600	2767070	-
871	CCNA_01511	1620866	1621768	+
266	CCNA_00482	497584	498855	+
304	CCNA_00547	565748	565879	+
1895	CCNA_03213	3375439	3375747	+
1106	CCNA_01914	2057017	2057925	+
1832	CCNA_03125	3271004	3272395	+
1879	CCNA_03194	3355055	3355417	-
980	CCNA_01691	1817814	1819091	+
1276	CCNA_02224	2372739	2373683	-
1093	CCNA_01891	2032774	2033601	-
604	CCNA_01043	1139759	1139944	-
660	CCNA_01125	1230748	1231227	-
1970.2	CCNA_03337	3518640	3519206	-
1591	CCNA_02743	2903886	2906294	-
1820	CCNA_03107	3257028	3257450	+
538	CCNA_00939	1014509	1015012	+
1858	CCNA_03161	3316700	3317755	+
329	CCNA_00593	622934	624517	-
1543	CCNA_02667	2820213	2820662	+
1328	CCNA_02300	2446525	2447418	+
1477	CCNA_02562	2708914	2710515	-
1705	CCNA_02927	3088696	3089433	+
1970	CCNA_03343	3523327	3524193	-
1806	CCNA_03088	3236908	3238782	+
1891	CCNA_03207	3369752	3370579	+
177	CCNA_00326	338634	339665	+
2415	CCNA_03980	2984595	2984720	-
1445	CCNA_02494	2641492	2642673	+
1302	CCNA_02260	2410926	2411330	-
1449	CCNA_02507	2656649	2658154	+
1961	CCNA_03320	3498842	3502078	+
2149	CCNA_03663	3822460	3824760	-
1116	CCNA_01928	2074608	2075018	-
1929	CCNA_03274	3442639	3442755	-
357	CCNA_00649	699198	700292	+
1771	CCNA_03033	3188072	3188896	+
2072	CCNA_03507	3664746	3666413	-
1868	CCNA_03177	3335473	3337461	-
273	CCNA_00491	508870	509508	-
95	CCNA_00173	188347	189822	+
1800	CCNA_03884	3228846	3229025	-
2279	CCNA_03865	4026156	4028741	+
1116	CCNA_01930	2075420	2076391	-
2096	CCNA_03563	3718691	3719245	-
1986	CCNA_03369	3545467	3546042	-
2400	CCNA_03948	1486209	1486346	+
1456	CCNA_02521	2671117	2671587	+
1490	CCNA_02580	2731214	2731393	+
805	CCNA_01393	1510803	1512413	-
63	CCNA_00121	132950	133408	-
806.1	CCNA_01398	1517840	1518478	+
486	CCNA_00853	928249	929016	-
509	CCNA_00889	967313	967756	-
1970	CCNA_03342	3522887	3523330	-
387	CCNA_00705	763025	763315	-
1784	CCNA_03056	3210250	3210639	-
662	CCNA_01131	1234550	1235635	+
746	CCNA_01275	1401717	1402610	+
229.1	CCNA_00414	427653	428354	+
276	CCNA_00500	515842	516741	-
1519	CCNA_02627	2776907	2778310	-
1289	CCNA_02243	2391809	2393164	+
2244	CCNA_03809	3973202	3974011	+
976	CCNA_01683	1810291	1811511	+
1472	CCNA_02554	2702239	2702601	+
1892	CCNA_03209	3371685	3372908	-
662	CCNA_01130	1233785	1234540	+
1198	CCNA_02105	2253002	2253388	-
974	CCNA_01678	1805059	1806063	+
61	CCNA_00119	131977	132438	+
1406	CCNA_02419	2563550	2564281	-
927	CCNA_01595	1715941	1716435	-
913	CCNA_01577	1693632	1694450	-
1588	CCNA_02740	2900947	2901381	-
1428	CCNA_02453	2592489	2592992	-
1377	CCNA_02377	2520520	2521242	-
2020	CCNA_03424	3590254	3591720	+
2169	CCNA_03694	3860040	3860984	+
994	CCNA_01718	1847210	1847725	+
1147.1	CCNA_01992	2137316	2139679	-
437	CCNA_00775	830436	831593	-
1381	CCNA_02384	2526023	2527813	-
493	CCNA_00861	938979	939557	-
1456	CCNA_02522	2671693	2672145	+
2198	CCNA_03737	3906938	3907234	+
262	CCNA_00477	494090	494284	-
2389	CCNA_03901	2733704	2734027	+
2403	CCNA_03951	1571872	1571955	-
2146	CCNA_03651	3808728	3811718	+
2131	CCNA_03621	3776537	3777382	-
1631	CCNA_02814	2970534	2971514	+
980	CCNA_01692	1819124	1820686	+
1355	CCNA_02344	2484136	2484849	-
924	CCNA_01591	1711708	1712337	+
518	CCNA_00900	978293	980500	+
1320	CCNA_02283	2433397	2433960	-
2232	CCNA_03786	3953403	3954146	+
497.1	CCNA_00871	950906	951757	-
2058	CCNA_03483	3645573	3646517	-
1006	CCNA_01745	1873509	1874042	-
587	CCNA_01018	1099898	1100821	-
1324	CCNA_02289	2437366	2437677	-
1774	CCNA_03043	3198523	3198702	-
1687	CCNA_02899	3051538	3053049	+
1886	CCNA_03201	3361732	3363018	-
357	CCNA_00646	696739	697629	+
1383	CCNA_02388	2532165	2532848	-
1662	CCNA_02866	3019011	3019475	+
719	CCNA_01229	1355671	1357023	-
174	CCNA_00321	335240	335755	-
984	CCNA_01698	1829731	1830516	+
1102	CCNA_01911	2055562	2055933	-
793	CCNA_01377	1492093	1492239	-
1322	CCNA_02286	2435476	2435586	-
620	CCNA_01065	1169010	1170047	+
2	CCNA_00006	4022	4810	+
615	CCNA_01055	1154844	1156148	-
551	CCNA_00964	1039648	1039740	-
1732.1	CCNA_02969	3126055	3126609	+
1468	CCNA_02541	2690943	2691671	+
458	CCNA_00807	871633	872082	-
1459	CCNA_02530	2678387	2679592	+
1571	CCNA_02710	2869616	2870272	-
1436.1	CCNA_02467	2610967	2611620	-
1223	CCNA_02149	2305334	2307256	-
1641	CCNA_02824	2980222	2980575	+
1630	CCNA_02807	2962296	2963531	+
2058	CCNA_03482	3644815	3645576	-
972	CCNA_01674	1795962	1797482	-
881	CCNA_01528	1636359	1637180	+
1820	CCNA_03106	3256535	3256810	+
2325	CCNA_01272	1399011	1399442	-
1012	CCNA_01756	1883535	1883654	-
1538	CCNA_02657	2810193	2810789	-
342	CCNA_00616	660157	660612	-
580	CCNA_01002	1083961	1084761	-
183	CCNA_00338	348479	350719	+
1177	CCNA_02069	2219865	2220830	-
625	CCNA_01073	1179165	1179557	-
550	CCNA_00962	1038480	1038926	-
1153	CCNA_02019	2166636	2167253	-
1170	CCNA_02057	2206163	2207611	+
873	CCNA_01514	1623823	1624323	+
1595	CCNA_02747	2909315	2910127	-
156	CCNA_00279	292311	292901	+
523	CCNA_00915	993947	994708	+
2117	CCNA_03595	3748634	3749278	-
759	CCNA_01296	1420118	1422046	-
674	CCNA_01151	1254720	1255703	+
1226	CCNA_02154	2310141	2310677	+
1547.1	CCNA_02671	2824375	2824536	-
2221	CCNA_03771	3938981	3940027	+
730	CCNA_01248	1375993	1376628	+
2402	CCNA_03950	1529779	1529883	+
304	CCNA_00550	567006	568052	+
711	CCNA_01207	1333694	1334875	+
2072	CCNA_03509	3667044	3668315	-
942	CCNA_01616	1737982	1739139	+
1220	CCNA_02146	2303983	2304447	+
564	CCNA_00980	1059395	1060600	+
140	CCNA_00255	268063	269187	-
2073	CCNA_03518	3675514	3676443	-
95	CCNA_00179	192892	193866	+
272	CCNA_00490	507838	508722	+
1447	CCNA_02502	2651668	2652828	+
1324	CCNA_02290	2437686	2438333	-
1282	CCNA_02233	2382349	2383116	+
664	CCNA_01137	1240347	1240868	-
8	CCNA_00017	18492	18731	-
1699	CCNA_02921	3080587	3082311	+
532	CCNA_00932	1008064	1008525	+
1515	CCNA_02620	2768190	2768480	+
1517	CCNA_02622	2769600	2771456	-
357	CCNA_00648	698432	699154	+
640	CCNA_01096	1202090	1203163	-
1323	CCNA_02288	2436380	2437219	+
1591	CCNA_03975	2903734	2903886	-
2126	CCNA_03610	3764334	3765164	-
844	CCNA_01462	1569294	1570469	-
755	CCNA_01290	1415745	1416851	+
1153	CCNA_02015	2161313	2162773	-
1330	CCNA_02307	2452412	2453350	+
2137	CCNA_03631	3786985	3787089	+
2133	CCNA_03624	3779178	3780188	-
1385	CCNA_02392	2536118	2536504	+
1332	CCNA_02309	2454519	2454854	+
1494	CCNA_02586	2734094	2736313	+
153	CCNA_00274	287636	287998	+
1579	CCNA_02727	2890143	2890931	+
1328	CCNA_02301	2447415	2448032	+
2142	CCNA_03637	3790745	3792274	+
49.1	CCNA_00100	110979	111638	-
513	CCNA_00893	972738	973802	+
315	CCNA_00570	588225	589130	-
1045	CCNA_01803	1926921	1928207	+
686	CCNA_01170	1288710	1291355	-
1171	CCNA_02060	2209891	2210274	-
353	CCNA_00637	684440	687454	-
81	CCNA_00150	159320	160297	-
764	CCNA_01323	1439421	1440026	+
2031	CCNA_03442	3604872	3605282	-
44	CCNA_00091	103149	104042	-
425	CCNA_00757	814256	815314	-
800	CCNA_01386	1503106	1503747	-
992	CCNA_01712	1844245	1844628	-
249	CCNA_00451	455598	458639	+
702	CCNA_01194	1315500	1317953	-
488	CCNA_00855	930735	931592	-
1839	CCNA_03136	3284147	3284566	+
896	CCNA_01549	1662374	1664281	-
1903	CCNA_03226	3388367	3389683	-
715	CCNA_01217	1343532	1344659	+
1238	CCNA_02175	2327877	2328401	-
1529	CCNA_02647	2800802	2801722	-
1496	CCNA_02589	2739366	2739602	+
2228	CCNA_03780	3946415	3947149	-
762	CCNA_01302	1428800	1429948	+
1831	CCNA_03121	3268559	3268819	-
974	CCNA_01679	1806060	1807517	+
1147.1	CCNA_01996	2142908	2143687	-
131	CCNA_00237	252525	253232	+
90	CCNA_00165	177092	177745	-
350	CCNA_00627	672921	673382	-
1069	CCNA_01844	1976177	1976803	-
1647	CCNA_02837	2990033	2990593	-
2374	CCNA_03925	667900	668223	-
2024	CCNA_03429	3593366	3593983	-
2179	CCNA_03709	3875866	3876276	-
1237	CCNA_02172	2324890	2326095	+
1173.3	CCNA_02062	2211778	2213484	-
764	CCNA_01309	1433370	1434209	+
1383	CCNA_02387	2530722	2532122	-
1245	CCNA_02184	2335149	2335619	+
764	CCNA_01312	1434874	1435626	+
1166	CCNA_02052	2200445	2202532	+
1751	CCNA_02997	3152607	3152816	-
939	CCNA_01609	1728187	1730142	+
330	CCNA_00596	627846	628364	-
1021	CCNA_01771	1898688	1898930	-
650	CCNA_01114	1219079	1219504	-
984	CCNA_01697	1828520	1829644	+
2405	CCNA_03953	1658850	1659263	-
1063	CCNA_01837	1969053	1970081	-
361	CCNA_00662	719217	719564	-
1762	CCNA_03014	3167565	3168458	-
1204	CCNA_02115	2263969	2265600	+
1950	CCNA_03303	3479680	3480870	-
540	CCNA_03944	1021470	1021586	-
10	CCNA_00020	20444	20668	-
1105	CCNA_01913	2056542	2056922	+
161	CCNA_00288	299485	300534	-
2010	CCNA_03404	3572670	3573179	+
1603	CCNA_02757	2920986	2921705	+
17	CCNA_00035	38495	39427	-
1111	CCNA_01920	2063515	2066982	-
1728	CCNA_02962	3119025	3119252	+
261	CCNA_00474	488768	491578	-
479	CCNA_00841	911803	913419	-
1794	CCNA_03070	3221073	3221288	+
1337	CCNA_02315	2460236	2460430	-
1180	CCNA_02076	2226974	2227642	-
1310	CCNA_02269	2421986	2422978	+
1380	CCNA_02381	2523526	2524176	+
415	CCNA_00743	800944	801510	+
461	CCNA_00817	879956	881284	-
1844	CCNA_03142	3292250	3294208	-
1100	CCNA_01905	2046899	2050522	+
603	CCNA_01041	1136570	1136704	-
2181.5	CCNA_03717	3881992	3882609	-
1188	CCNA_02092	2240106	2240744	-
1686	CCNA_02897	3048719	3049843	+
411	CCNA_03934	796784	796828	-
419	CCNA_00749	805489	807384	+
1786	CCNA_03058	3211106	3212017	-
1410	CCNA_02428	2570674	2570892	-
1015	CCNA_01765	1894059	1894400	+
597.1	CCNA_01032	1121440	1122033	+
837	CCNA_01450	1562926	1564746	+
783	CCNA_01359	1475044	1475853	+
77	CCNA_00145	156966	157568	-
824	CCNA_01430	1545577	1546116	+
1685	CCNA_02895	3043535	3046756	-
2017	CCNA_03417	3583841	3584764	-
1088	CCNA_01885	2024476	2025252	-
1838	CCNA_03133	3281228	3281524	-
108	CCNA_03916	220822	221085	-
2280.1	CCNA_03870	4032295	4032945	-
462	CCNA_00821	883440	883889	-
1755	CCNA_03001	3155223	3155507	-
1630	CCNA_02809	2963976	2967218	+
662	CCNA_01129	1233504	1233770	+
1877	CCNA_03190	3350379	3351413	+
95	CCNA_00177	191925	192308	+
1293	CCNA_02247	2396214	2397071	+
1732	CCNA_02967	3122780	3125179	+
1079	CCNA_01868	2005193	2005987	-
1825	CCNA_03113	3263780	3264499	-
482	CCNA_00844	916721	917002	-
1879	CCNA_03192	3353828	3354463	-
2081	CCNA_03529	3685728	3686489	+
651	CCNA_01116	1220535	1222292	+
159	CCNA_00285	296628	297542	-
593	CCNA_01027	1113648	1114013	-
2219	CCNA_03766	3934203	3934784	-
887	CCNA_01538	1646212	1648902	+
576	CCNA_00997	1079915	1081138	+
1742	CCNA_02986	3140496	3142415	-
289	CCNA_00525	538746	539654	-
1183	CCNA_02087	2236357	2237541	-
351	CCNA_00631	678577	679029	+
329.1	CCNA_00590	618615	619724	-
2371	CCNA_03923	560907	560972	-
764	CCNA_01321	1438523	1439056	+
1045	CCNA_01799	1923957	1924988	+
2120	CCNA_03600	3754120	3754890	+
325	CCNA_00586	614415	615746	-
526	CCNA_00921	997744	998499	+
1796	CCNA_03072	3222860	3223564	+
1683	CCNA_02892	3040024	3040320	+
1173.1	CCNA_02064	2214597	2215493	-
145	CCNA_00261	273695	274738	+
1617	CCNA_02784	2942257	2943096	+
1642	CCNA_02829	2983414	2984598	+
627	CCNA_01076	1180276	1180887	-
373	CCNA_00687	743356	743727	-
2162	CCNA_03685	3846049	3848232	-
2225	CCNA_03777	3943462	3944514	-
1831	CCNA_03122	3268804	3269481	-
436	CCNA_03937	829105	829290	+
1547.1	CCNA_02670	2822632	2824239	-
2261	CCNA_03831	3995750	3997351	+
2057	CCNA_03480	3643337	3644191	+
339	CCNA_00611	651343	652815	+
2000	CCNA_03391	3563524	3563763	+
1458	CCNA_02526	2674741	2676042	+
2241	CCNA_03802	3966471	3968627	+
2074	CCNA_03520	3677141	3677704	+
929	CCNA_01598	1719348	1720859	+
721	CCNA_01232	1359759	1360238	-
1233	CCNA_02163	2317218	2318078	+
608	CCNA_01048	1145106	1145369	+
987	CCNA_01704	1836139	1836501	+
1691	CCNA_02904	3060308	3061057	+
863	CCNA_01496	1606088	1606951	+
1584	CCNA_02733	2895430	2896212	-
818.1	CCNA_01423	1539451	1540509	+
2046	CCNA_03466	3629634	3630437	+
1340	CCNA_02321	2463535	2464719	+
547	CCNA_00957	1034478	1035959	+
1871	CCNA_03180	3339416	3340147	-
1900	CCNA_03219	3379745	3382813	+
2089	CCNA_03541	3698085	3698924	+
814	CCNA_01412	1529975	1531120	+
825	CCNA_01431	1546292	1547374	+
429	CCNA_00761	820655	820864	-
2181.5	CCNA_03716	3881363	3882025	-
2126	CCNA_03611	3765209	3767008	-
1026	CCNA_01777	1903417	1905099	+
1365	CCNA_02359	2498636	2499670	-
23	CCNA_00057	59115	59750	-
2122	CCNA_03603	3757062	3758789	+
274	CCNA_00497	514298	515224	+
849	CCNA_01472	1579633	1580133	+
1810	CCNA_03092	3240801	3242177	+
2127	CCNA_03614	3768188	3768616	+
47	CCNA_00095	106334	107332	-
1492	CCNA_02583	2732389	2733051	+
402	CCNA_00721	777942	779585	-
2059	CCNA_03486	3648096	3648524	-
1207	CCNA_02118	2267319	2269502	-
684	CCNA_01165	1282180	1284618	+
1395	CCNA_02405	2548314	2549252	+
1191	CCNA_02095	2243761	2244786	+
1741	CCNA_02982	3137112	3138284	+
13	CCNA_00025	24991	26643	-
1045	CCNA_01801	1926343	1926795	+
521	CCNA_00905	985509	986396	-
163	CCNA_00291	304469	305884	+
671	CCNA_01147	1250554	1251102	+
1153	CCNA_03961	2167838	2168062	-
835	CCNA_01445	1557697	1558137	+
