operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	P1	P2	P3	P4	TSS type	number of TSS	internal 	flag	non-coding	RNA
1620	CCNA_02790	CCNA_02791	2946155	2947768	+	y	2946082	x	x	x	POTENTIAL	1	y	complex	0	x
1621	CCNA_02792	CCNA_02792	2947891	2950977	+	n	2947827	x	x	x	POTENTIAL	1	n	simple	0	x
1622	CCNA_02793	CCNA_02793	2951028	2953514	+	n	2950989	x	x	x	POTENTIAL	1	n	simple	0	x
1626	CCNA_02800	CCNA_02800	2957416	2957895	+	n	x	x	x	x	NO	0	n	simple	0	x
1628	CCNA_02802	CCNA_02802	2959375	2959686	+	n	2959337	x	x	x	TRUE	1	n	simple	0	x
2413	CCNA_03977	CCNA_03977	2959963	2960223	+	n	2959897	x	x	x	TRUE	1	n	simple	0	x
1630	CCNA_02804	CCNA_02811	2960344	2969657	+	y	2960058	x	x	x	POTENTIAL	1	y	complex	0	x
1631	CCNA_02812	CCNA_02814	2969819	2971514	+	y	x	x	x	x	NO	0	n	simple	0	x
1635	CCNA_02818	CCNA_02818	2974861	2974974	+	n	2974830	x	x	x	TRUE	1	n	simple	0	x
1637	CCNA_02820	CCNA_02820	2975365	2977254	+	n	x	x	x	x	NO	0	n	simple	0	x
2414	CCNA_03979	CCNA_03979	2979690	2979911	+	n	2979638	x	x	x	TRUE	1	n	simple	0	x
1641	CCNA_02824	CCNA_02825	2980222	2980978	+	y	x	x	x	x	NO	0	n	simple	0	x
1641.1	CCNA_02826	CCNA_02826	2981109	2982131	+	n	2981076	x	x	x	TRUE	1	n	simple	0	x
1642	CCNA_02827	CCNA_02829	2982256	2984598	+	y	x	x	x	x	NO	0	n	simple	0	x
1644	CCNA_02830	CCNA_02830	2984967	2985137	+	n	x	x	x	x	NO	0	n	simple	0	x
1645	CCNA_02831	CCNA_02831	2985216	2985773	+	n	2985192	x	x	x	TRUE	1	n	simple	0	x
1646	CCNA_02832	CCNA_02832	2985866	2987134	+	n	x	x	x	x	NO	0	n	simple	0	x
1649	CCNA_02840	CCNA_02840	2994294	2995181	+	n	2994266	x	x	x	TRUE	1	n	simple	0	x
1650	CCNA_02841	CCNA_02841	2995269	2995508	+	n	x	x	x	x	NO	0	n	simple	0	x
1654	CCNA_02851	CCNA_02851	3004685	3005377	+	n	3004656	x	x	x	POTENTIAL	1	n	simple	0	x
1662	CCNA_02866	CCNA_02866	3019011	3019475	+	n	3018943	x	x	x	TRUE	1	n	simple	0	x
1668	CCNA_02873	CCNA_02873	3023436	3023798	+	n	3023436	x	x	x	TRUE	1	n	simple	0	x
1669	CCNA_02876	CCNA_02876	3025889	3026329	+	n	x	x	x	x	NO	0	n	simple	0	x
1674	CCNA_02881	CCNA_02881	3028870	3030456	+	n	x	x	x	x	NO	0	n	simple	0	x
1677	CCNA_02885	CCNA_02886	3033732	3034986	+	y	x	x	x	x	NO	0	n	simple	0	x
1678	CCNA_02887	CCNA_02887	3035216	3036025	+	n	x	x	x	x	NO	0	n	simple	0	x
1679	CCNA_02888	CCNA_02888	3036185	3037249	+	n	x	x	x	x	NO	0	n	simple	0	x
1682	CCNA_02891	CCNA_02891	3038068	3039954	+	n	x	x	x	x	NO	0	n	simple	0	x
1683	CCNA_02892	CCNA_02892	3040024	3040320	+	n	3039989	x	x	x	TRUE	1	n	simple	0	x
1686	CCNA_02896	CCNA_02897	3047214	3049843	+	y	x	x	x	x	NO	0	n	simple	0	x
1687	CCNA_02898	CCNA_02899	3050012	3053049	+	y	x	x	x	x	NO	0	n	simple	0	x
1691	CCNA_02903	CCNA_02904	3058970	3061057	+	y	x	x	x	x	NO	0	n	simple	0	x
1692	CCNA_02905	CCNA_02905	3061150	3061527	+	n	x	x	x	x	NO	0	n	simple	0	x
1693	CCNA_02906	CCNA_02906	3061621	3062715	+	n	3061472	3061621	x	x	POTENTIAL	multiple	n	simple	0	x
2361	CCNA_02907	CCNA_02907	3063015	3063950	+	n	x	x	x	x	NO	0	n	simple	0	x
1695	CCNA_02909	CCNA_02909	3064800	3066293	+	n	x	x	x	x	NO	0	n	simple	0	x
1698	CCNA_02912	CCNA_02913	3069925	3071213	+	y	3069882	x	x	x	TRUE	1	n	simple	0	x
1699	CCNA_02914	CCNA_02921	3071642	3082311	+	y	3071572	x	x	x	TRUE	1	n	simple	0	x
1703	CCNA_02925	CCNA_02925	3086931	3088097	+	n	3086778	x	x	x	TRUE	1	n	simple	0	x
1704	CCNA_02926	CCNA_02926	3088377	3088547	+	n	3088290	x	x	x	TRUE	1	n	simple	0	x
1705	CCNA_02927	CCNA_02929	3088696	3090680	+	y	x	x	x	x	NO	0	n	simple	0	x
1709	CCNA_02933	CCNA_02933	3092264	3093979	+	n	3092164	x	x	x	TRUE	1	n	simple	0	x
1710	CCNA_02934	CCNA_02934	3094127	3094828	+	n	x	x	x	x	NO	0	n	simple	0	x
1712	CCNA_02936	CCNA_02936	3097275	3097937	+	n	3097219	3097248	x	x	POTENTIAL	multiple	n	simple	0	x
1713	CCNA_02937	CCNA_02938	3098040	3099274	+	y	x	x	x	x	NO	0	n	simple	0	x
1714	CCNA_02939	CCNA_02940	3099431	3101388	+	y	3099386	x	x	x	TRUE	1	n	simple	0	x
1715	CCNA_02941	CCNA_02941	3101543	3102016	+	n	3101479	x	x	x	TRUE	1	n	simple	0	x
1716	CCNA_02942	CCNA_02942	3102130	3103299	+	n	x	x	x	x	NO	0	n	simple	0	x
2416	CCNA_03981	CCNA_03981	3103505	3103669	+	n	3103501	x	x	x	TRUE	1	n	simple	0	x
2417	CCNA_03982	CCNA_03982	3103729	3103842	+	n	3103501	3103715	x	x	TRUE	multiple	n	complex	0	x
1718	CCNA_02944	CCNA_02944	3103950	3104690	+	n	3103715	3103926	x	x	TRUE	multiple	n	complex	0	x
1720	CCNA_02946	CCNA_02948	3106845	3108909	+	y	3106845	x	x	x	POTENTIAL	1	n	simple	0	x
1721	CCNA_02949	CCNA_02951	3109246	3111856	+	y	3109243	x	x	x	POTENTIAL	1	n	simple	0	x
1722	CCNA_02952	CCNA_02953	3112113	3113203	+	y	3111902	x	x	x	POTENTIAL	1	n	simple	0	x
1723	CCNA_02954	CCNA_02954	3113547	3114398	+	n	3113527	x	x	x	TRUE	1	n	simple	0	x
1725	CCNA_02959	CCNA_02959	3116116	3116976	+	n	x	x	x	x	NO	0	n	simple	0	x
1726	CCNA_02960	CCNA_02960	3117044	3117358	+	n	x	x	x	x	NO	0	n	simple	0	x
1728	CCNA_03983	CCNA_02962	3118775	3119252	+	y	3118694	3118708	3118730	x	TRUE	multiple	y	complex	0	x
1730	CCNA_02964	CCNA_02964	3119851	3120858	+	n	3119767	3119851	x	x	POTENTIAL	multiple	n	simple	0	x
1732	CCNA_02967	CCNA_02967	3122780	3125179	+	n	3122771	x	x	x	POTENTIAL	1	n	simple	0	x
1732.1	CCNA_02969	CCNA_02970	3126055	3127023	+	y	3125981	x	x	x	TRUE	1	n	simple	0	x
1735	CCNA_02973	CCNA_02975	3128811	3131328	+	y	3128811	x	x	x	POTENTIAL	1	n	simple	0	x
1737	CCNA_02977	CCNA_02977	3132063	3132632	+	n	3132046	x	x	x	TRUE	1	n	simple	0	x
1738	CCNA_02978	CCNA_02978	3132879	3134357	+	n	3132835	x	x	x	TRUE	1	n	simple	0	x
1740	CCNA_02981	CCNA_02981	3136476	3136934	+	n	x	x	x	x	NO	0	n	simple	0	x
1741	CCNA_02982	CCNA_02985	3137112	3140485	+	y	x	x	x	x	NO	0	y	complex	0	x
1743	CCNA_02987	CCNA_02987	3142543	3142782	+	n	3142543	x	x	x	POTENTIAL	1	n	simple	0	x
1744	CCNA_02988	CCNA_02988	3142849	3143337	+	n	x	x	x	x	NO	0	n	simple	0	x
1745	CCNA_02989	CCNA_02989	3143413	3143955	+	n	x	x	x	x	NO	0	n	simple	0	x
1747	CCNA_03903	CCNA_02991	3144126	3144898	+	y	x	x	x	x	NO	0	n	simple	0	x
1750	CCNA_02995	CCNA_02995	3150659	3151312	+	n	3150636	x	x	x	POTENTIAL	1	n	simple	0	x
2390	CCNA_03904	CCNA_03904	3153169	3153333	+	n	3153160	x	x	x	TRUE	1	n	simple	0	x
1757	CCNA_03003	CCNA_03005	3156484	3159513	+	y	3156442	x	x	x	TRUE	1	n	simple	0	x
1758	CCNA_03006	CCNA_03009	3159681	3163908	+	y	3159561	x	x	x	TRUE	1	y	complex	0	x
1761	CCNA_03012	CCNA_03013	3165259	3167547	+	y	3165236	x	x	x	TRUE	1	n	simple	0	x
2362	CCNA_03018	CCNA_03018	3170457	3171392	+	n	x	x	x	x	NO	0	n	simple	0	x
1764	CCNA_03020	CCNA_03020	3174508	3175635	+	n	3174439	x	x	x	POTENTIAL	1	n	simple	0	x
1767	CCNA_03025	CCNA_03027	3180278	3182982	+	y	3179982	3179991	x	x	TRUE	multiple	y	complex	0	x
1769	CCNA_03030	CCNA_03030	3184852	3185538	+	n	3184755	x	x	x	TRUE	1	n	simple	0	x
1771	CCNA_03033	CCNA_03033	3188072	3188896	+	n	3188051	x	x	x	TRUE	1	y	complex	0	x
1775	CCNA_03044	CCNA_03044	3199019	3199450	+	n	3198994	x	x	x	TRUE	1	n	simple	0	x
1776	CCNA_03045	CCNA_03046	3199543	3200642	+	y	x	x	x	x	NO	0	n	simple	0	x
1781	CCNA_03053	CCNA_03053	3207465	3208235	+	n	x	x	x	x	NO	0	n	simple	0	x
1782	CCNA_03054	CCNA_03054	3209150	3210088	+	n	x	x	x	x	NO	0	n	simple	0	x
1787	CCNA_03060	CCNA_03061	3212737	3213830	+	y	3212691	3212717	x	x	TRUE	multiple	n	complex	0	x
1791	CCNA_03065	CCNA_03065	3216939	3217313	+	n	x	x	x	x	NO	0	n	simple	0	x
1794	CCNA_03068	CCNA_03070	3220072	3221288	+	y	x	x	x	x	NO	0	n	simple	0	x
1795	CCNA_03071	CCNA_03071	3221505	3222779	+	n	3221463	x	x	x	TRUE	1	n	simple	0	x
1796	CCNA_03072	CCNA_03072	3222860	3223564	+	n	3222851	x	x	x	TRUE	1	n	simple	0	x
1797	CCNA_03073	CCNA_03075	3223642	3225436	+	y	x	x	x	x	NO	0	n	simple	0	x
1798	CCNA_03076	CCNA_03078	3225530	3228258	+	y	3225530	x	x	x	POTENTIAL	1	n	simple	0	x
1806	CCNA_03087	CCNA_03088	3236355	3238782	+	y	x	x	x	x	NO	0	n	simple	0	x
1809	CCNA_03091	CCNA_03091	3240500	3240700	+	n	3240348	3240415	x	x	TRUE	multiple	n	complex	0	x
1810	CCNA_03092	CCNA_03093	3240801	3242662	+	y	3240757	x	x	x	TRUE	1	y	complex	0	x
1814	CCNA_03098	CCNA_03098	3249391	3250341	+	n	3249364	x	x	x	TRUE	1	n	simple	0	x
1817	CCNA_03103	CCNA_03104	3253928	3255652	+	y	3253923	x	x	x	TRUE	1	n	simple	0	x
1820	CCNA_03106	CCNA_03107	3256535	3257450	+	y	3256497	3256513	x	x	TRUE	multiple	n	complex	0	x
2419	CCNA_03985	CCNA_03985	3263371	3263811	+	n	x	x	x	x	NO	0	n	simple	0	x
1826	CCNA_03114	CCNA_03115	3264578	3265797	+	y	x	x	x	x	NO	0	n	simple	0	x
1827	CCNA_03116	CCNA_03117	3265911	3266830	+	y	x	x	x	x	NO	0	y	complex	0	x
1830	CCNA_03120	CCNA_03120	3268075	3268551	+	n	3268034	x	x	x	TRUE	1	n	simple	0	x
1832	CCNA_03124	CCNA_03125	3269898	3272395	+	y	3269879	x	x	x	POTENTIAL	1	n	simple	0	x
1833	CCNA_03126	CCNA_03126	3272461	3274521	+	n	x	x	x	x	NO	0	n	simple	0	x
1834	CCNA_03127	CCNA_03127	3274732	3276030	+	n	x	x	x	x	NO	0	n	simple	0	x
1839	CCNA_03134	CCNA_03137	3281744	3285626	+	y	x	x	x	x	NO	0	y	complex	0	x
1841	CCNA_03138	CCNA_03138	3286001	3288217	+	n	3285995	x	x	x	TRUE	1	n	simple	0	x
1843	CCNA_03140	CCNA_03141	3290421	3291877	+	y	x	x	x	x	NO	0	n	simple	0	x
1847	CCNA_03146	CCNA_03146	3298839	3300800	+	n	3298806	x	x	x	TRUE	1	n	simple	0	x
1848	CCNA_03147	CCNA_03147	3300889	3301518	+	n	3300873	x	x	x	POTENTIAL	1	n	simple	0	x
1849	CCNA_03148	CCNA_03148	3301621	3303414	+	n	x	x	x	x	NO	0	n	simple	0	x
1850	CCNA_03149	CCNA_03149	3303709	3306129	+	n	x	x	x	x	NO	0	n	simple	0	x
1852	CCNA_03151	CCNA_03151	3306299	3308212	+	n	x	x	x	x	NO	0	n	simple	0	x
1853	CCNA_03152	CCNA_03154	3308514	3311148	+	y	3308514	x	x	x	POTENTIAL	1	n	simple	0	x
1854	CCNA_03155	CCNA_03157	3311298	3313334	+	y	3311266	x	x	x	TRUE	1	n	simple	0	x
1856	CCNA_03158	CCNA_03159	3313511	3315978	+	y	x	x	x	x	NO	0	n	simple	0	x
1858	CCNA_03161	CCNA_03161	3316700	3317755	+	n	3316680	x	x	x	TRUE	1	n	simple	0	x
1860	CCNA_03164	CCNA_03164	3320693	3323464	+	n	3320579	x	x	x	TRUE	1	y	complex	0	x
1862	CCNA_03166	CCNA_03166	3325047	3325751	+	n	3325047	x	x	x	POTENTIAL	1	n	simple	0	x
1865	CCNA_03169	CCNA_03169	3327940	3328524	+	n	3327890	x	x	x	TRUE	1	n	simple	0	x
1867	CCNA_03173	CCNA_03174	3332903	3334809	+	y	3332888	x	x	x	POTENTIAL	1	y	complex	0	x
1870	CCNA_03179	CCNA_03179	3338152	3339429	+	n	3338125	x	x	x	POTENTIAL	1	n	simple	0	x
1872	CCNA_03181	CCNA_03181	3340424	3341698	+	n	3340268	x	x	x	TRUE	1	n	simple	0	x
1874	CCNA_03185	CCNA_03185	3345853	3346479	+	n	3345788	x	x	x	TRUE	1	n	simple	0	x
1876	CCNA_03187	CCNA_03187	3347646	3348599	+	n	x	x	x	x	NO	0	n	simple	0	x
1877	CCNA_03188	CCNA_03190	3348814	3351413	+	y	x	x	x	x	NO	0	n	simple	0	x
1880	CCNA_03987	CCNA_03195	3355502	3356499	+	y	3355484	x	x	x	TRUE	1	y	complex	0	x
1882	CCNA_03197	CCNA_03197	3356950	3357684	+	n	x	x	x	x	NO	0	n	simple	0	x
1888	CCNA_03203	CCNA_03203	3363862	3364839	+	n	3363862	x	x	x	TRUE	1	n	simple	0	x
1888.1	CCNA_03204	CCNA_03204	3364972	3366180	+	n	3364842	x	x	x	TRUE	1	n	simple	0	x
1889	CCNA_03205	CCNA_03205	3366406	3368058	+	n	3366372	3366384	x	x	TRUE	multiple	n	complex	0	x
1890	CCNA_03206	CCNA_03206	3368261	3369649	+	n	3368112	x	x	x	POTENTIAL	1	n	simple	0	x
1891	CCNA_03207	CCNA_03207	3369752	3370579	+	n	x	x	x	x	NO	0	y	complex	0	x
1893	CCNA_03210	CCNA_03210	3373019	3373972	+	n	3373019	x	x	x	POTENTIAL	1	n	simple	0	x
1895	CCNA_03213	CCNA_03213	3375439	3375747	+	n	3375420	x	x	x	TRUE	1	n	simple	0	x
1897	CCNA_03215	CCNA_03215	3376165	3377580	+	n	x	x	x	x	NO	0	n	simple	0	x
1900	CCNA_03218	CCNA_03222	3378665	3385912	+	y	3378652	x	x	x	TRUE	1	y	complex	0	x
1901	CCNA_03223	CCNA_03223	3386049	3386657	+	n	x	x	x	x	NO	0	n	simple	0	x
1905.5	CCNA_03231	CCNA_03232	3397198	3397640	+	y	3397198	x	x	x	TRUE	1	y	complex	0	x
1908	CCNA_03245	CCNA_03245	3411015	3412343	+	n	x	x	x	x	NO	0	n	simple	0	x
1910	CCNA_03247	CCNA_03247	3413760	3415601	+	n	3413599	3413676	x	x	TRUE	multiple	y	complex	0	x
1911	CCNA_03248	CCNA_03248	3415868	3418381	+	n	3415819	x	x	x	POTENTIAL	1	n	simple	0	x
1912	CCNA_03249	CCNA_03249	3418740	3421262	+	n	x	x	x	x	NO	0	y	complex	0	x
1913	CCNA_03250	CCNA_03250	3421457	3422272	+	n	x	x	x	x	NO	0	n	simple	0	x
1914	CCNA_03252	CCNA_03253	3423311	3425037	+	y	x	x	x	x	NO	0	n	simple	0	x
1915	CCNA_03254	CCNA_03254	3425131	3426486	+	n	x	x	x	x	NO	0	n	simple	0	x
1917	CCNA_03256	CCNA_03256	3427166	3428284	+	n	3427166	x	x	x	TRUE	1	n	simple	0	x
1918	CCNA_03990	CCNA_03258	3428398	3429288	+	y	3428389	x	x	x	TRUE	1	n	simple	0	x
1920	CCNA_03263	CCNA_03265	3431964	3436486	+	y	3431848	x	x	x	TRUE	1	y	complex	0	x
1924	CCNA_03267	CCNA_03267	3437329	3437760	+	n	3437306	x	x	x	TRUE	1	n	simple	0	x
1926	CCNA_03269	CCNA_03269	3438397	3439374	+	n	3438217	3438263	3438335	x	TRUE	multiple	n	complex	0	x
1927	CCNA_03270	CCNA_03270	3440693	3441151	+	n	3440661	x	x	x	POTENTIAL	1	n	simple	0	x
1927.1	CCNA_03272	CCNA_03272	3441214	3442635	+	n	3441211	x	x	x	TRUE	1	y	complex	0	x
1930	CCNA_03276	CCNA_03276	3442782	3443771	+	n	x	x	x	x	NO	0	n	simple	0	x
1935	CCNA_03281	CCNA_03281	3451086	3451583	+	n	3451002	x	x	x	TRUE	1	n	simple	0	x
1936	CCNA_03282	CCNA_03282	3451802	3452668	+	n	3451781	x	x	x	POTENTIAL	1	n	simple	0	x
1938	CCNA_03284	CCNA_03285	3453897	3455910	+	y	3453897	x	x	x	POTENTIAL	1	n	simple	0	x
1941	CCNA_03288	CCNA_03289	3456818	3457406	+	y	3456818	x	x	x	TRUE	1	n	simple	0	x
1945	CCNA_03295	CCNA_03295	3464572	3466500	+	n	x	x	x	x	NO	0	y	complex	0	x
1945.1	CCNA_03296	CCNA_03296	3466675	3467910	+	n	3466625	x	x	x	TRUE	1	n	simple	0	x
1946	CCNA_03297	CCNA_03297	3468011	3469126	+	n	x	x	x	x	NO	0	n	simple	0	x
1948	CCNA_03299	CCNA_03301	3472717	3478420	+	y	3472678	x	x	x	TRUE	1	n	simple	0	x
1951	CCNA_03307	CCNA_03309	3484065	3486370	+	y	x	x	x	x	NO	0	y	complex	0	x
1953	CCNA_03312	CCNA_03312	3487743	3487922	+	n	3487743	x	x	x	POTENTIAL	1	n	simple	0	x
1955	CCNA_03314	CCNA_03314	3488733	3489665	+	n	3488638	x	x	x	TRUE	1	y	complex	0	x
1956	CCNA_03315	CCNA_03315	3489776	3491002	+	n	x	x	x	x	NO	0	n	simple	0	x
1957	CCNA_03316	CCNA_03316	3491091	3492974	+	n	3491075	x	x	x	TRUE	1	n	simple	0	x
1961	CCNA_03320	CCNA_03320	3498842	3502078	+	n	x	x	x	x	NO	0	n	simple	0	x
1967	CCNA_03326	CCNA_03326	3506595	3508568	+	n	3506573	x	x	x	POTENTIAL	1	n	simple	0	x
1968	CCNA_03327	CCNA_03327	3508706	3509071	+	n	3508655	x	x	x	TRUE	1	n	simple	0	x
1971	CCNA_03347	CCNA_03347	3526481	3527905	+	n	3526456	x	x	x	TRUE	1	n	simple	0	x
1972	CCNA_03348	CCNA_03348	3528025	3528981	+	n	3527996	3528025	x	x	TRUE	multiple	n	complex	0	x
1974	CCNA_03350	CCNA_03350	3529215	3529412	+	n	x	x	x	x	NO	0	n	simple	0	x
1980	CCNA_03358	CCNA_03360	3536116	3539750	+	y	3536061	x	x	x	TRUE	1	n	simple	0	x
1982	CCNA_03363	CCNA_03366	3542001	3544407	+	y	3541950	x	x	x	TRUE	1	n	simple	0	x
1985	CCNA_03367	CCNA_03368	3544531	3545456	+	y	3544502	x	x	x	TRUE	1	n	simple	0	x
1987	CCNA_03370	CCNA_03370	3546207	3546728	+	n	x	x	x	x	NO	0	n	simple	0	x
1989	CCNA_03373	CCNA_03373	3547674	3548318	+	n	3547674	x	x	x	TRUE	1	n	simple	0	x
1990	CCNA_03374	CCNA_03374	3548407	3548814	+	n	3548375	x	x	x	TRUE	1	n	simple	0	x
1992	CCNA_03378	CCNA_03378	3550841	3551641	+	n	3550759	3550766	x	x	TRUE	multiple	n	complex	0	x
1994	CCNA_03381	CCNA_03382	3552659	3555118	+	y	x	x	x	x	NO	0	n	simple	0	x
1996	CCNA_03384	CCNA_03384	3557213	3557443	+	n	3557132	x	x	x	TRUE	1	n	simple	0	x
1998	CCNA_03386	CCNA_03386	3558189	3560390	+	n	x	x	x	x	NO	0	n	simple	0	x
2000	CCNA_03390	CCNA_03391	3563024	3563763	+	y	x	x	x	x	NO	0	n	simple	0	x
2002	CCNA_03394	CCNA_03395	3565573	3566788	+	y	x	x	x	x	NO	0	y	complex	0	x
2003	CCNA_03396	CCNA_03396	3566856	3568580	+	n	3566836	x	x	x	POTENTIAL	1	n	simple	0	x
2006	CCNA_03400	CCNA_03400	3570124	3570297	+	n	3570100	x	x	x	TRUE	1	n	simple	0	x
2009	CCNA_03403	CCNA_03403	3572282	3572488	+	n	3572263	x	x	x	TRUE	1	n	simple	0	x
2010	CCNA_03404	CCNA_03404	3572670	3573179	+	n	3572525	3572550	3572562	3572626	TRUE	multiple	n	complex	0	x
2012	CCNA_03406	CCNA_03406	3574049	3574282	+	n	3573942	x	x	x	TRUE	1	n	simple	0	x
2392	CCNA_03906	CCNA_03906	3578916	3579269	+	n	3578875	x	x	x	POTENTIAL	1	n	simple	0	x
2018	CCNA_03419	CCNA_03420	3585336	3586425	+	y	x	x	x	x	NO	0	n	simple	0	x
2020	CCNA_03424	CCNA_03425	3590254	3591821	+	y	3590205	x	x	x	TRUE	1	n	simple	0	x
2025	CCNA_03431	CCNA_03431	3594318	3595619	+	n	3594055	3594318	x	x	TRUE	multiple	n	complex	0	x
2027	CCNA_03433	CCNA_03433	3596573	3597802	+	n	x	x	x	x	NO	0	n	simple	0	x
2028	CCNA_03434	CCNA_03436	3597858	3602292	+	y	3597823	x	x	x	TRUE	1	y	complex	1	CCNA_R0191
2032	CCNA_03444	CCNA_03444	3606023	3608536	+	n	3605938	x	x	x	TRUE	1	n	simple	0	x
2033	CCNA_03445	CCNA_03445	3608706	3611123	+	n	3608537	x	x	x	POTENTIAL	1	n	simple	0	x
2036	CCNA_03450	CCNA_03450	3615471	3615809	+	n	x	x	x	x	NO	0	n	simple	0	x
2037	CCNA_03451	CCNA_03451	3616201	3616425	+	n	3616175	x	x	x	TRUE	1	n	simple	0	x
2039	CCNA_03454	CCNA_03455	3617633	3619569	+	y	3617419	3617539	x	x	POTENTIAL	multiple	y	complex	0	x
2040	CCNA_03456	CCNA_03456	3619646	3620482	+	n	3619629	x	x	x	POTENTIAL	1	n	simple	0	x
2043	CCNA_03459	CCNA_03459	3621829	3623598	+	n	x	x	x	x	NO	0	n	simple	0	x
2046	CCNA_03466	CCNA_03466	3629634	3630437	+	n	x	x	x	x	NO	0	n	simple	0	x
2048	CCNA_03468	CCNA_03468	3633141	3634934	+	n	x	x	x	x	NO	0	n	simple	0	x
2049	CCNA_03471	CCNA_03471	3637666	3638625	+	n	3637666	x	x	x	TRUE	1	n	simple	0	x
2050	CCNA_03472	CCNA_03472	3638700	3638969	+	n	x	x	x	x	NO	0	n	simple	0	x
2053	CCNA_03475	CCNA_03476	3639847	3641246	+	y	3639847	x	x	x	TRUE	1	n	simple	0	x
2055	CCNA_03478	CCNA_03478	3641744	3642703	+	n	3641722	x	x	x	TRUE	1	n	simple	0	x
2057	CCNA_03480	CCNA_03481	3643337	3644732	+	y	x	x	x	x	NO	0	n	simple	0	x
2060	CCNA_03487	CCNA_03487	3648687	3648914	+	n	3648686	x	x	x	TRUE	1	n	simple	0	x
2067	CCNA_03497	CCNA_03499	3656061	3657158	+	y	3656039	x	x	x	TRUE	1	n	simple	0	x
2069	CCNA_03504	CCNA_03504	3661597	3663408	+	n	x	x	x	x	NO	0	n	simple	0	x
2071	CCNA_03506	CCNA_03506	3664090	3664677	+	n	3664090	x	x	x	TRUE	1	n	simple	0	x
2074	CCNA_03519	CCNA_03521	3676818	3678537	+	y	3676797	x	x	x	TRUE	1	n	simple	0	x
2075	CCNA_03522	CCNA_03522	3678735	3680171	+	n	3678735	x	x	x	POTENTIAL	1	n	simple	0	x
2078	CCNA_03526	CCNA_03526	3683299	3683442	+	n	x	x	x	x	NO	0	n	simple	0	x
2081	CCNA_03529	CCNA_03529	3685728	3686489	+	n	3685728	x	x	x	TRUE	1	n	simple	0	x
2084	CCNA_03532	CCNA_03532	3688646	3690394	+	n	x	x	x	x	NO	0	n	simple	0	x
2086	CCNA_03534	CCNA_03534	3692947	3693894	+	n	3692947	x	x	x	POTENTIAL	1	n	simple	0	x
2087	CCNA_03535	CCNA_03537	3694097	3696135	+	y	3694097	x	x	x	POTENTIAL	1	y	complex	0	x
2089	CCNA_03539	CCNA_03542	3697049	3699468	+	y	x	x	x	x	NO	0	y	complex	0	x
2090	CCNA_03543	CCNA_03544	3700066	3701956	+	y	3700034	x	x	x	TRUE	1	n	simple	0	x
2090.1	CCNA_03545	CCNA_03547	3702077	3704149	+	y	3702049	x	x	x	TRUE	1	y	complex	0	x
2090.2	CCNA_03548	CCNA_03548	3704263	3705657	+	n	3704094	3704185	x	x	TRUE	multiple	n	complex	0	x
2093	CCNA_03552	CCNA_03555	3708801	3712645	+	y	3708798	x	x	x	POTENTIAL	1	y	complex	0	x
2100	CCNA_03567	CCNA_03572	3720951	3725873	+	y	x	x	x	x	NO	0	y	complex	0	x
2103	CCNA_03575	CCNA_03575	3730408	3731595	+	n	3730387	x	x	x	TRUE	1	n	simple	0	x
2106	CCNA_03578	CCNA_03579	3735005	3737205	+	y	3735005	x	x	x	POTENTIAL	1	y	complex	0	x
2108	CCNA_03581	CCNA_03581	3737998	3738870	+	n	3737998	x	x	x	TRUE	1	n	simple	0	x
2110	CCNA_03584	CCNA_03584	3739999	3740676	+	n	x	x	x	x	NO	0	n	simple	0	x
2110.1	CCNA_03585	CCNA_03586	3740756	3741960	+	y	3740751	x	x	x	TRUE	1	n	simple	0	x
2113	CCNA_03591	CCNA_03591	3744974	3745774	+	n	3744861	3744910	3744944	x	TRUE	multiple	n	complex	0	x
2116	CCNA_03594	CCNA_03594	3747921	3748637	+	n	x	x	x	x	NO	0	n	simple	0	x
2118	CCNA_03598	CCNA_03598	3750296	3752605	+	n	3750260	x	x	x	TRUE	1	n	simple	0	x
2119	CCNA_03995	CCNA_03599	3752732	3753955	+	y	3752731	x	x	x	TRUE	1	n	simple	0	x
2120	CCNA_03600	CCNA_03600	3754120	3754890	+	n	3754120	x	x	x	TRUE	1	n	simple	0	x
2121	CCNA_03601	CCNA_03602	3755009	3756998	+	y	3754959	x	x	x	TRUE	1	n	simple	0	x
2122	CCNA_03603	CCNA_03603	3757062	3758789	+	n	x	x	x	x	NO	0	n	simple	0	x
2127	CCNA_03613	CCNA_03615	3767676	3770777	+	y	3767676	x	x	x	POTENTIAL	1	n	simple	0	x
2128	CCNA_03616	CCNA_03618	3770847	3773289	+	y	x	x	x	x	NO	0	n	simple	0	x
2129	CCNA_03619	CCNA_03619	3773490	3775610	+	n	3773464	x	x	x	TRUE	1	y	complex	0	x
2132	CCNA_03622	CCNA_03623	3777515	3779079	+	y	3777488	x	x	x	TRUE	1	n	simple	0	x
2134	CCNA_03625	CCNA_03625	3780304	3781209	+	n	3780290	x	x	x	TRUE	1	n	simple	0	x
2137	CCNA_03631	CCNA_03632	3786985	3787517	+	y	x	x	x	x	NO	0	y	complex	1	CCNA_R0195
2138	CCNA_03633	CCNA_03633	3787860	3788231	+	n	x	x	x	x	NO	0	n	simple	0	x
2142	CCNA_03637	CCNA_03637	3790745	3792274	+	n	x	x	x	x	NO	0	n	simple	0	x
